page,n_orden,localidad,total,varones,mujeres,suma_vm,delta,estado
v3_p12,870,La Luisa,149,75,74,149,0,ok
v3_p12,638,La Manuela,356,196,160,356,0,ok
v3_p12,320,La Maruja,1022,539,483,1022,0,ok
v3_p12,1,La Matanza,401738,203947,197791,401738,0,ok
v3_p12,610,La Negra,378,211,167,378,0,ok
v3_p12,728,La Nevada,266,163,103,266,0,ok
v3_p12,831,Langueyú,182,118,64,182,0,ok
v3_p12,253,La Niña,1423,795,628,1423,0,ok
v3_p12,620,La Noria,371,213,158,371,0,ok
v3_p12,373,La Nueva Plata,825,469,356,825,0,ok
v3_p12,2,Lanús,375428,186877,188551,375428,0,ok
v3_p12,441,La Oriental,646,356,290,646,0,ok
v3_p12,763,La Pastora,236,141,,,,incompleto
v3_p13,557,La Pastoril,458,270,188,458,0,ok
v3_p13,608,La Paz Chica,380,197,183,380,0,ok
v3_p13,796,La Pinta,211,117,94,211,0,ok
v3_p13,437,Laplacette,658,403,255,658,0,ok
v3_p13,4,La Plata,337060,165749,171311,337060,0,ok
v3_p13,593,La Porteña,398,228,170,398,0,ok
v3_p13,92,Laprida,5816,2822,2994,5816,0,ok
v3_p13,797,La Primavera,211,127,84,211,0,ok
v3_p13,753,La Providencia,248,148,100,248,0,ok
v3_p13,749,La Reforma,250,160,90,250,0,ok
v3_p13,270,La Rica,1324,745,579,1324,0,ok
v3_p13,736,Larrea,261,147,114,261,0,ok
v3_p13,790,Lartigau,216,133,83,216,0,ok
v3_p13,740,Las Armas,258,161,97,258,0,ok
v3_p13,284,Las Chacras,1229,630,599,1229,0,ok
v3_p13,51,Las Flores,14838,6959,7879,14838,0,ok
v3_p13,743,Las Hermanas,256,151,105,256,0,ok
v3_p13,847,Las Juanitas,166,104,62,166,0,ok
v3_p13,223,Las Marianas,1643,869,774,1643,0,ok
v3_p13,362,Las Martinetas,857,451,406,857,0,ok
v3_p13,645,Las Mostazas,347,227,120,347,0,ok
v3_p13,429,Las Nutrias,673,449,224,673,0,ok
v3_p13,657,La Sofía,339,193,146,339,0,ok
v3_p13,667,La Sortija,325,209,116,325,0,ok
v3_p13,720,Las Palmas,273,160,113,273,0,ok
v3_p13,854,Las Parvas,162,92,70,162,0,ok
v3_p13,798,Las Tahonas,211,129,82,211,0,ok
v3_p13,490,Las Toscas,562,351,211,562,0,ok
v3_p13,881,Lastra,137,80,57,137,0,ok
v3_p13,891,Las Vaquerías,125,75,50,125,0,ok
v3_p13,734,La Trinidad,263,219,44,263,0,ok
v3_p13,268,La Violeta,1338,690,648,1338,0,ok
v3_p13,805,La Vitícola,207,148,59,207,0,ok
v3_p13,707,La Zanja,286,173,113,286,0,ok
v3_p13,836,Lazzarino,176,101,75,176,0,ok
v3_p13,175,Leandro N. Alem,2419,1261,1158,2419,0,ok
v3_p13,894,Lertora,124,86,38,124,0,ok
v3_p13,563,Leubuco,448,267,181,448,0,ok
v3_p13,148,Lezama,3097,1541,1556,3097,0,ok
v3_p13,321,Líbano,1022,589,433,1022,0,ok
v3_p13,526,Libres del Sud,505,304,201,505,0,ok
v3_p14,787,Licenciado Matienzo,219,133,86,219,0,ok
v3_p14,596,Lima,393,220,173,393,0,ok
v3_p14,363,Limay-Mahuída,855,498,357,855,0,ok
v3_p14,598,Lia Calel,392,213,179,392,0,ok
v3_p14,50,Lincoln,15477,7275,8202,15477,0,ok
v3_p14,71,Lobería,8455,4159,4296,8455,0,ok
v3_p14,59,Lobos,10352,4814,5538,10352,0,ok
v3_p14,673,Loma Negra,322,198,124,322,0,ok
v3_p14,337,Loma Verde,959,506,453,959,0,ok
v3_p14,8,Lomas de Zamora,272116,132169,139947,272116,0,ok
v3_p14,249,Lonquimay,1427,756,671,1427,0,ok
v3_p14,464,López,604,368,236,604,0,ok
v3_p14,674,López Lecube,321,193,128,321,0,ok
v3_p14,630,Los Angeles,364,212,152,364,0,ok
v3_p14,225,Los Cardales,1628,831,797,1628,0,ok
v3_p14,691,Los Indios,305,173,132,305,0,ok
v3_p14,662,Los Laureles,331,186,145,331,0,ok
v3_p14,211,Los Pinos,1813,1039,774,1813,0,ok
v3_p14,791,Loventuel,215,118,97,215,0,ok
v3_p14,518,Lozano,514,288,226,514,0,ok
v3_p14,342,Luan Toro,918,520,418,938,-20,flag
v3_p14,601,Lucas Monteverde,387,215,172,387,0,ok
v3_p14,34,Luján,28976,13958,15018,28976,0,ok
v3_p14,804,Lumb,208,122,86,208,0,ok
v3_p14,205,Macachín,1866,992,874,1866,0,ok
v3_p14,599,Macedo,389,251,138,389,0,ok
v3_p14,423,Magdala,685,348,337,685,0,ok
v3_p14,107,Magdalena,4989,2343,2646,4989,0,ok
v3_p14,785,Maguirre,221,128,93,221,0,ok
v3_p14,88,Maipú,6239,2984,3255,6239,0,ok
v3_p14,462,Mamaguita,508,342,266,608,-100,flag
v3_p14,545,Manuel J. García,478,270,208,478,0,ok
v3_p14,220,Manuel Ocampo,1676,850,826,1676,0,ok
v3_p14,505,Manzanares,541,291,250,541,0,ok
v3_p14,888,Manzone,129,61,68,129,0,ok
v3_p14,770,Mapis,231,133,98,231,0,ok
v3_p14,74,Marcos Paz,7697,3824,3873,7697,0,ok
v3_p14,460,Mar de Ajó,613,329,284,613,0,ok
v3_p14,11,Mar del Plata,211365,104161,107204,211365,0,ok
v3_p14,153,María Ignacia,3023,1559,1464,3023,0,ok
v3_p14,597,María Lucila,393,244,149,393,0,ok
v3_p15,485,Mariano Benítez,569,302,267,569,0,ok
v3_p15,266,Mariano M. Alfonso,1353,753,600,1353,0,ok
v3_p15,571,Mariano Roldán,426,259,167,426,0,ok
v3_p15,573,Mari Lauquen,425,278,147,425,0,ok
v3_p15,716,Martín Berraondo,276,149,127,276,0,ok
v3_p15,248,Martínez de Hoz,1428,762,666,1428,0,ok
v3_p15,772,Martín Fierro,229,143,86,229,0,ok
v3_p15,154,Matheu,2993,1540,1453,2993,0,ok
v3_p15,467,Mauricio Hirsch,590,313,277,590,0,ok
v3_p15,379,Mauricio Mayer,802,431,371,802,0,ok
v3_p15,527,Máximo Fernández,505,297,208,505,0,ok
v3_p15,358,Máximo Paz,866,456,410,866,0,ok
v3_p15,159,Mayor Buratovich,2872,1630,1242,2872,0,ok
v3_p15,227,Maza,1609,858,751,1609,0,ok
v3_p15,551,M. Colman,464,249,215,464,0,ok
v3_p15,568,Mechita,456,232,224,456,0,ok
v3_p15,189,Mechita,2042,1043,999,2042,0,ok
v3_p15,212,Mechongué,1801,1092,709,1801,0,ok
v3_p15,140,Médanos,3200,1623,1577,3200,0,ok
v3_p15,656,Membrillar,341,178,163,341,0,ok
v3_p15,36,Mercedes,25778,12348,13430,25778,0,ok
v3_p15,16,Merlo,100146,51076,49070,100146,0,ok
v3_p15,580,Metileo,409,236,173,409,0,ok
v3_p15,183,Micaela Cascallares,2156,1212,944,2156,0,ok
v3_p15,283,Miguel Cané,1235,659,576,1235,0,ok
v3_p15,265,Miguel Riglos,1360,750,610,1360,0,ok
v3_p15,658,Miramonte,337,175,162,337,0,ok
v3_p15,440,Miranda,647,342,305,647,0,ok
v3_p15,889,Mira Pampa,129,66,63,129,0,ok
v3_p15,365,Moctezuma,852,458,394,852,0,ok
v3_p15,292,Moll,1175,643,532,1175,0,ok
v3_p15,688,Monasterio,307,174,133,307,0,ok
v3_p15,250,Mones Cazón,1426,751,675,1426,0,ok
v3_p15,829,Monroe,183,110,73,183,0,ok
v3_p15,730,Monsalvo,265,160,105,265,0,ok
v3_p15,289,Monte Hermoso,1198,661,537,1198,0,ok
v3_p15,715,Monte Nievas,279,179,100,279,0,ok
v3_p15,837,Moores,176,103,73,176,0,ok
v3_p15,203,Moquehuá,1875,957,918,1875,0,ok
v3_p15,334,Morea,970,496,474,970,0,ok
v3_p15,20,Moreno,59338,30445,28893,59338,0,ok
v3_p16,3,Morón,341920,170888,171032,341920,0,ok
v3_p16,276,Morse,1277,667,610,1277,0,ok
v3_p16,316,Mosconi,1050,606,444,1050,0,ok
v3_p16,883,Mulcahy,132,83,49,132,0,ok
v3_p16,878,Muñoz,138,85,53,138,0,ok
v3_p16,590,Nahuel Ruca,400,246,154,400,0,ok
v3_p16,514,Naicó,523,311,212,523,0,ok
v3_p16,519,Napaleofú,514,321,193,514,0,ok
v3_p16,793,Napostá,212,122,90,212,0,ok
v3_p16,98,Navarro,5431,2528,2903,5431,0,ok
v3_p16,33,Necochea,29319,14336,14983,29319,0,ok
v3_p16,884,Necol,132,70,62,132,0,ok
v3_p16,859,Newton,158,91,67,158,0,ok
v3_p16,450,Nicolás Descalzi,629,378,251,629,0,ok
v3_p16,755,Nicolás Levalle,247,151,96,247,0,ok
v3_p16,741,Nieves,257,144,113,257,0,ok
v3_p16,128,Norberto de la Riestra,3582,1797,1785,3582,0,ok
v3_p16,581,Norumbega,409,235,174,409,0,ok
v3_p16,44,9 de Julio,17768,8594,9174,17768,0,ok
v3_p16,432,Ochandio,667,393,274,667,0,ok
v3_p16,240,O'Higgins,1490,791,699,1490,0,ok
v3_p16,759,Ojeda,243,145,98,243,0,ok
v3_p16,355,Olascoaga,874,487,387,874,0,ok
v3_p16,29,Olavarría,35107,17088,18019,35107,0,ok
v3_p16,544,Oliden,482,288,194,482,0,ok
v3_p16,428,Olivera,674,368,306,674,0,ok
v3_p16,664,Ombucta,329,201,128,329,0,ok
v3_p16,251,Open Door,1426,768,658,1426,0,ok
v3_p16,399,Ordoqui,739,419,320,739,0,ok
v3_p16,160,Orense,2841,1461,1380,2841,0,ok
v3_p16,180,Oriente,2357,1223,1134,2357,0,ok
v3_p16,476,Ortiz Basualdo,577,340,237,577,0,ok
v3_p16,671,Ortiz de Rozas,323,182,142,324,-1,flag
v3_p16,290,Otamendi,1190,666,524,1190,0,ok
v3_p16,692,Pablo Acosta,303,179,124,303,0,ok
v3_p16,732,Palantelén,264,144,120,264,0,ok
v3_p16,368,Palemón Huergo,845,466,379,845,0,ok
v3_p16,717,Paraguil,276,168,108,276,0,ok
v3_p16,312,Pardo,1140,619,521,1140,0,ok
v3_p16,311,Parera,1091,589,502,1091,0,ok
v3_p16,474,Parish,578,340,238,578,0,ok
v3_p17,508,Pasman,536,287,249,536,0,ok
v3_p17,843,Paso Mayer,170,118,52,170,0,ok
v3_p17,873,Pasteur,147,82,65,147,0,ok
v3_p17,192,Pasteur,1979,1037,942,1979,0,ok
v3_p17,201,Patricios,1902,989,913,1902,0,ok
v3_p17,566,Paula,437,233,204,437,0,ok
v3_p17,455,Pavón,627,368,259,627,0,ok
v3_p17,789,Pearson,217,117,100,217,0,ok
v3_p17,202,Pedernales,1902,964,938,1902,0,ok
v3_p17,892,Pedro Gamen,125,83,42,125,0,ok
v3_p17,157,Pedro Luro,2882,1578,1304,2882,0,ok
v3_p17,792,Pedro Nicolás Escribano,215,132,83,215,0,ok
v3_p17,668,Pedro P. Lasalle,325,194,131,325,0,ok
v3_p17,46,Pehuajó,16947,8171,8776,16947,0,ok
v3_p17,906,Pehuelches,104,56,48,104,0,ok
v3_p17,882,Pehuenco,134,83,51,134,0,ok
v3_p17,744,Pelicura,256,157,99,256,0,ok
v3_p17,207,Pérez Millán,1860,980,880,1860,0,ok
v3_p17,26,Pergamino,41612,19959,21653,41612,0,ok
v3_p17,562,Perú,449,281,168,449,0,ok
v3_p17,602,Pichi-Huinca,386,211,175,386,0,ok
v3_p17,442,Pichincha,646,375,271,646,0,ok
v3_p17,333,Piedritas,973,493,480,973,0,ok
v3_p17,419,Pieres,695,447,248,695,0,ok
v3_p17,75,Pigüé,7645,3752,3893,7645,0,ok
v3_p17,351,Pila,906,439,467,906,0,ok
v3_p17,58,Pilar,10375,5226,5149,10375,0,ok
v3_p17,381,Pinamar,798,437,361,798,0,ok
v3_p17,511,Pinzón,526,281,245,526,0,ok
v3_p17,605,Piñeyro,383,222,161,383,0,ok
v3_p17,256,Pipinas,1411,814,597,1411,0,ok
v3_p17,198,Pirovano,1929,993,936,1929,0,ok
v3_p17,367,Plá,846,463,383,846,0,ok
v3_p17,747,Plaza Montero,251,147,104,251,0,ok
v3_p17,777,Plomer,228,123,105,228,0,ok
v3_p17,360,Polvaredas,862,454,408,862,0,ok
v3_p17,528,Pontaut,502,281,221,502,0,ok
v3_p17,567,Porvenir,437,240,197,437,0,ok
v3_p17,512,Pourtale,526,303,223,526,0,ok
v3_p17,738,Pozos Kanki,260,149,111,260,0,ok
v3_p17,841,Pradere,171,96,75,171,0,ok
v3_p18,104,Presidente Derqui,5068,2535,2533,5068,0,ok
v3_p18,809,Presidente Quintana,202,112,90,202,0,ok
v3_p18,612,Primera Junta,375,184,191,375,0,ok
v3_p18,131,Puán,3439,1702,1737,3439,0,ok
v3_p18,631,Pueblitos,364,223,141,364,0,ok
v3_p18,502,Puelches,544,274,270,544,0,ok
v3_p18,126,Puerto Belgrano,3607,1962,1645,3607,0,ok
v3_p18,45,Puerto de la Plata,17338,10587,6751,17338,0,ok
v3_p18,727,Pujol,267,147,120,267,0,ok
v3_p18,28,Punta Alta,35440,20076,15364,35440,0,ok
v3_p18,553,Punta Indio,460,265,195,460,0,ok
v3_p18,163,Quemú-Quemú,2703,1376,1327,2703,0,ok
v3_p18,483,Quenuma,570,300,270,570,0,ok
v3_p18,76,Quequén,7589,4019,3570,7589,0,ok
v3_p18,647,Quetrequén,346,175,171,346,0,ok
v3_p18,6,Quilmes,317783,159409,158374,317783,0,ok
v3_p18,660,Quiñihual,336,243,93,336,0,ok
v3_p18,832,Quirno Costa,182,104,78,182,0,ok
v3_p18,200,Quiroga,1925,996,929,1925,0,ok
v3_p18,277,Rafael Obligado,1276,692,584,1276,0,ok
v3_p18,105,Ramallo,5060,2616,2444,5060,0,ok
v3_p18,350,Ramón Biaus,910,481,429,910,0,ok
v3_p18,731,Ramón J. Neild,265,155,110,265,0,ok
v3_p18,305,Ramón Santamarina,1124,569,555,1124,0,ok
v3_p18,416,Ramón Otero,701,427,274,701,0,ok
v3_p18,239,Rancagua,1491,843,648,1491,0,ok
v3_p18,206,Rancul,1865,965,900,1865,0,ok
v3_p18,85,Rauch,6953,3301,3652,6953,0,ok
v3_p18,150,Rawson,3083,1626,1457,3083,0,ok
v3_p18,801,Real Audiencia,209,112,97,209,0,ok
v3_p18,135,Realicó,3373,1765,1608,3373,0,ok
v3_p18,506,Recalde,541,293,248,541,0,ok
v3_p18,773,Relmo,229,135,94,229,0,ok
v3_p18,540,Remecó,484,257,227,484,0,ok
v3_p18,618,Reserva,372,244,128,372,0,ok
v3_p18,390,Río Colorado,764,450,314,764,0,ok
v3_p18,677,Río Luján,319,190,129,319,0,ok
v3_p18,261,Río Tala,1375,754,621,1375,0,ok
v3_p18,100,Rivadavia,5315,2674,2641,5315,0,ok
v3_p18,816,Rivadeo,197,112,85,197,0,ok
v3_p18,393,Rivas,757,402,355,757,0,ok
v3_p19,141,Rivera,3187,1682,1505,3187,0,ok
v3_p19,561,Roberto Cano,452,248,204,452,0,ok
v3_p19,522,Roberto J. Payró,510,285,225,510,0,ok
v3_p19,152,Roberts,3035,1615,1420,3035,0,ok
v3_p19,834,Rocha,180,102,78,180,0,ok
v3_p19,65,Rojas,9446,4655,4791,9446,0,ok
v3_p19,896,Rolito,123,69,54,123,0,ok
v3_p19,371,Rolón,835,436,399,835,0,ok
v3_p19,895,Román Báez,124,68,56,124,0,ok
v3_p19,524,Rosas,506,289,217,506,0,ok
v3_p19,389,Roosvelt,771,453,318,771,0,ok
v3_p19,127,Roque Pérez,3602,1747,1855,3602,0,ok
v3_p19,317,Rucanelo,1050,561,489,1050,0,ok
v3_p19,324,Ruiz,1004,548,456,1004,0,ok
v3_p19,177,Saavedra,666,366,300,666,0,ok
v3_p19,433,Saforcada,2404,1213,1191,2404,0,ok
v3_p19,53,Saladillo,13293,6480,6813,13293,0,ok
v3_p19,234,Salazar,1568,837,731,1568,0,ok
v3_p19,235,Saldungaray,1565,817,748,1565,0,ok
v3_p19,62,Salto,9979,4968,5011,9979,0,ok
v3_p19,226,Salvador María,1616,860,756,1616,0,ok
v3_p19,115,Salliqueló,4220,2134,2086,4220,0,ok
v3_p19,862,Samborombón,156,90,66,156,0,ok
v3_p19,237,San Agustín,1511,877,634,1511,0,ok
v3_p19,77,San Andrés de Giles,7546,3628,3918,7546,0,ok
v3_p19,66,San Antonio de Areco,9249,4505,4744,9249,0,ok
v3_p19,636,San Benito,358,190,168,358,0,ok
v3_p19,742,San Bernardo,257,150,107,257,0,ok
v3_p19,96,San Cayetano,5733,2791,2942,5733,0,ok
v3_p19,214,San Clemente del Tuyú,1736,877,859,1736,0,ok
v3_p19,241,Sánchez,1480,1072,408,1480,0,ok
v3_p19,382,San Emilio,796,435,361,796,0,ok
v3_p19,377,San Enrique,812,450,362,812,0,ok
v3_p19,901,San Fermín,113,63,50,113,0,ok
v3_p19,17,San Fernando,92302,46444,45858,92302,0,ok
v3_p19,257,San Francisco de Bellocq,1389,813,576,1389,0,ok
v3_p19,452,San Germán,628,348,280,628,0,ok
v3_p19,537,San Ignacio,486,297,189,486,0,ok
v3_p19,12,San Isidro,188065,91751,96314,188065,0,ok
v3_p19,760,San Jacinto,239,134,105,239,0,ok
v3_p19,424,San Jorge,684,361,323,684,0,ok
v3_p20,812,San José,200,105,95,200,0,ok
v3_p20,213,San Manuel,1748,969,779,1748,0,ok
v3_p20,525,San Mauricio,506,305,201,506,0,ok
v3_p20,343,San Mayol,936,550,386,936,0,ok
v3_p20,90,San Miguel del Monte,6092,2980,3112,6092,0,ok
v3_p20,22,San Nicolás,49082,25654,23428,49082,0,ok
v3_p20,378,San Patricio,803,477,326,803,0,ok
v3_p20,43,San Pedro,17960,8930,9030,17960,0,ok
v3_p20,408,San Román,714,430,284,714,0,ok
v3_p20,507,San Sebastián,540,297,243,540,0,ok
v3_p20,411,Sansinena,708,402,306,708,0,ok
v3_p20,587,Santa Coloma,403,209,194,403,0,ok
v3_p20,739,Santa Elena,259,151,108,259,0,ok
v3_p20,456,Santa Eleodora,626,336,290,626,0,ok
v3_p20,600,Santa Inés,389,202,187,389,0,ok
v3_p20,413,Santa Isabel,706,368,338,706,0,ok
v3_p20,161,Santa Lucía,2791,1468,1323,2791,0,ok
v3_p20,774,Santa Luisa,229,130,99,229,0,ok
v3_p20,233,Santa María,1569,719,850,1569,0,ok
v3_p20,369,Santa Regina,838,474,364,838,0,ok
v3_p20,37,Santa Rosa,25273,12529,12744,25273,0,ok
v3_p20,451,Santa Teresa,629,313,316,629,0,ok
v3_p20,501,Santa Teresita,547,311,236,547,0,ok
v3_p20,700,Santiago Garbarini,293,176,117,293,0,ok
v3_p20,621,Santiago Larré,371,194,177,371,0,ok
v3_p20,644,Santo Domingo,348,172,176,348,0,ok
v3_p20,584,Santos Unzué,405,244,161,405,0,ok
v3_p20,543,Santo Tomás,483,267,216,483,0,ok
v3_p20,101,San Vicente,5207,2496,2711,5207,0,ok
v3_p20,711,Sarah,281,152,129,281,0,ok
v3_p20,398,Sarasa,743,403,340,743,0,ok
v3_p20,799,Saturno,210,123,87,210,0,ok
v3_p20,374,Sevigné,820,452,368,820,0,ok
v3_p20,453,Sierra de la Ventana,628,344,284,628,0,ok
v3_p20,142,Sierras Bayas,3168,1673,1495,3168,0,ok
v3_p20,246,Sierra Chica,1448,717,731,1448,0,ok
v3_p20,286,Smith,1214,650,564,1214,0,ok
v3_p20,806,Solanet,203,116,87,203,0,ok
v3_p20,788,Sol de Mayo,219,133,86,219,0,ok
v3_p20,498,Solís,552,296,256,552,0,ok
v3_p20,556,Speluzzi,459,253,206,459,0,ok
v3_p21,513,Spurr,524,266,258,524,0,ok
v3_p21,693,Stegman,303,200,103,303,0,ok
v3_p21,255,Stroeder,1412,756,656,1412,0,ok
v3_p21,380,Sucre,802,432,370,802,0,ok
v3_p21,130,Suipacha,3495,1759,1736,3495,0,ok
v3_p21,676,Sundblad,320,187,133,320,0,ok
v3_p21,890,Tacuarí,126,75,51,126,0,ok
v3_p21,325,Tamangueyú,1004,538,466,1004,0,ok
v3_p21,733,Tambo Nuevo,264,142,122,264,0,ok
v3_p21,24,Tandil,45703,22161,23542,45703,0,ok
v3_p21,122,Tapalqué,3795,1747,2048,3795,0,ok
v3_p21,665,Tatay,327,204,123,327,0,ok
v3_p21,361,Tedín Uriburu,861,492,369,861,0,ok
v3_p21,209,Telén,1857,946,911,1857,0,ok
v3_p21,480,Tte. Gral. Emilio Mitre,573,334,239,573,0,ok
v3_p21,487,Teniente Origone,567,309,258,567,0,ok
v3_p21,18,Tigre,91725,47253,44472,91725,0,ok
v3_p21,300,Timote,1145,594,551,1145,0,ok
v3_p21,669,Thames,325,184,141,325,0,ok
v3_p21,144,Toay,3166,1897,1269,3166,0,ok
v3_p21,287,Todd,1205,635,570,1205,0,ok
v3_p21,766,Tomás Jofré,235,135,100,235,0,ok
v3_p21,575,Tomás M. Anchorena,422,242,180,422,0,ok
v3_p21,151,Tornquist,3062,1539,1523,3062,0,ok
v3_p21,164,Torres,2699,1289,1410,2699,0,ok
v3_p21,169,Tortuguitas,2628,1380,1248,2628,0,ok
v3_p21,548,Trebolares,472,275,197,472,0,ok
v3_p21,170,30 de Agosto,2601,1352,1249,2601,0,ok
v3_p21,149,Trenel,3086,1647,1439,3086,0,ok
v3_p21,54,Trenque Lauquen,13263,6426,6837,13263,0,ok
v3_p21,134,Tres Algarrobos,3385,1767,1618,3385,0,ok
v3_p21,30,Tres Arroyos,34139,16573,17566,34139,0,ok
v3_p21,9,3 de Febrero,263391,132465,130926,263391,0,ok
v3_p21,628,Tres Lagunas,366,209,157,366,0,ok
v3_p21,579,Tres Picos,414,252,162,414,0,ok
v3_p21,392,Tres Sargentos,759,447,312,759,0,ok
v3_p21,619,Triunvirato,372,218,154,372,0,ok
v3_p21,823,Trongé,192,104,88,192,0,ok
v3_p21,705,Tuyutí,287,166,121,287,0,ok
v3_p21,478,Udaquiola,576,335,241,576,0,ok
v3_p21,463,Unzué,606,337,269,606,0,ok
v3_p22,138,Urdampilleta,3229,1615,1614,3229,0,ok
v3_p22,357,Uribelarrea,867,478,389,867,0,ok
v3_p22,298,Uriburu,1154,640,514,1154,0,ok
v3_p22,354,Urquiza,875,471,404,875,0,ok
v3_p22,723,Vagues,270,158,112,270,0,ok
v3_p22,303,Valdés,1137,667,470,1137,0,ok
v3_p22,758,Valentín Gómez,245,144,101,245,0,ok
v3_p22,864,Vallimanca,155,85,70,155,0,ok
v3_p22,782,Vázquez,223,106,117,223,0,ok
v3_p22,112,Vedia,4456,2181,2275,4456,0,ok
v3_p22,47,25 de Mayo,16184,7953,8231,16184,0,ok
v3_p22,383,Velloso,785,399,386,785,0,ok
v3_p22,701,Vergara,291,172,119,291,0,ok
v3_p22,110,Verónica,4760,2499,2261,4760,0,ok
v3_p22,468,Vértiz,588,313,275,588,0,ok
v3_p22,794,Víboras,212,124,88,212,0,ok
v3_p22,310,Vivoratá,1096,629,467,1096,0,ok
v3_p22,197,Vicente Casares,1935,1108,827,1935,0,ok
v3_p22,10,Vicente López,247656,118694,128962,247656,0,ok
v3_p22,143,Victorica,3167,1605,1562,3167,0,ok
v3_p22,523,Victorino de la Plaza,510,286,224,510,0,ok
v3_p22,488,Vieytes,567,289,278,567,0,ok
v3_p22,823,Vigilancia,191,98,93,191,0,ok
v3_p22,695,Vilela,302,168,134,302,0,ok
v3_p22,535,Villa Espil,492,288,204,492,0,ok
v3_p22,262,Villa Gessell,1374,762,512,1274,100,flag
v3_p22,496,Villa Harding Green,553,268,285,553,0,ok
v3_p22,167,Villa Iris,2640,1310,1330,2640,0,ok
v3_p22,346,Villa Lía,921,477,444,921,0,ok
v3_p22,218,Villalonga,1680,1009,671,1680,0,ok
v3_p22,802,Villa María,209,110,99,209,0,ok
v3_p22,352,Villa Mirasol,902,501,401,902,0,ok
v3_p22,489,Villa Nueva,564,292,272,564,0,ok
v3_p22,215,Villa Numancia,1735,896,839,1735,0,ok
v3_p22,123,Villa Ramallo,3736,1873,1863,3736,0,ok
v3_p22,228,Villa Rosa,1598,916,682,1598,0,ok
v3_p22,349,Villars,915,477,438,915,0,ok
v3_p22,327,Villa Saboya,1001,570,431,1001,0,ok
v3_p22,364,Villa Sauce,853,454,399,853,0,ok
v3_p22,848,Villa Sena,166,103,63,166,0,ok
v3_p22,643,Viñas,349,181,168,349,0,ok
v3_p23,709,Vuelta de Obligado,283,147,136,283,0,ok
v3_p23,370,Warnes,838,449,389,838,0,ok
v3_p23,178,Winifreda,2399,1293,1106,2399,0,ok
v3_p23,771,Yutuyaco,230,141,89,230,0,ok
v3_p23,583,Zapiola,406,203,203,406,0,ok
v3_p23,23,Zárate,46460,23708,22752,46460,0,ok
v3_p23,484,Zavalía,570,308,262,570,0,ok
v3_p23,436,Zelaya,661,341,320,661,0,ok
v3_p23,395,Zenón Videla Dorna,750,433,317,750,0,ok
v4_p01,393,Aarón Castellanos,1043,576,467,1043,0,ok
v4_p01,154,Acebal,2986,1548,1438,2986,0,ok
v4_p01,188,Achiras,1989,1023,966,1989,0,ok
v4_p01,174,Adelia María,2454,1219,1235,2454,0,ok
v4_p01,565,Agua de Oro,564,270,294,564,0,ok
v4_p01,594,Agua de Ramón,490,257,233,490,0,ok
v4_p01,381,Albarrellos,1090,576,514,1090,0,ok
v4_p01,143,Alcira,3180,1640,1540,3180,0,ok
v4_p01,67,Alcorta,5632,2880,2752,5632,0,ok
v4_p01,339,Aldao,1260,665,595,1260,0,ok
v4_p01,503,Aldao,710,409,301,710,0,ok
v4_p01,189,Alejandra,1987,999,988,1987,0,ok
v4_p01,155,Alejandro,2921,1388,1533,2921,0,ok
v4_p01,145,Alejo Ledesma,3110,1622,1488,3110,0,ok
v4_p01,248,Alicia,1637,804,833,1637,0,ok
v4_p01,93,Almafuerte,4406,2235,2171,4406,0,ok
v4_p01,629,Alpa Corral,422,219,203,422,0,ok
v4_p01,26,Alta Gracia,11628,5642,5986,11628,0,ok
v4_p01,702,Altautina,261,143,118,261,0,ok
v4_p01,415,Alto Alegre,971,496,475,971,0,ok
v4_p01,199,Altos de Chipión,1917,1014,903,1917,0,ok
v4_p01,168,Alto Verde,2627,1341,1286,2627,0,ok
v4_p01,137,Alvarez,3270,1694,1576,3270,0,ok
v4_p01,340,Alvear,1259,676,583,1259,0,ok
v4_p01,597,Amboy,487,235,252,487,0,ok
v4_p01,315,Ambrosetti,1341,727,614,1341,0,ok
v4_p01,634,Ambul,414,211,203,414,0,ok
v4_p01,524,Ana Zumarán,657,380,277,657,0,ok
v4_p01,290,Andino,1464,781,683,1464,0,ok
v4_p01,650,Angélica,373,209,164,373,0,ok
v4_p01,471,Angeloni,789,421,368,789,0,ok
v4_p01,574,Anizacate,523,280,243,523,0,ok
v4_p01,74,Arequito,5278,2697,2581,5278,0,ok
v4_p01,82,Arias,5015,2598,2417,5015,0,ok
v4_p01,581,Arminda,503,272,231,503,0,ok
v4_p01,59,Armstrong,6093,3120,2973,6093,0,ok
v4_p01,278,Arocena,1512,809,703,1512,0,ok
v4_p01,97,Arroyito,4244,2043,2201,4244,0,ok
v4_p01,616,Arroyo Algodón,455,255,200,455,0,ok
v4_p01,757,Arroyo Alvarez,137,78,59,137,0,ok
v4_p01,590,Arroyo Cabral,493,280,213,493,0,ok
v4_p02,291,Arroyo Ceibal,1463,730,733,1463,0,ok
v4_p02,222,Arrufó,1773,917,856,1773,0,ok
v4_p02,249,Arteaga,1634,839,795,1634,0,ok
v4_p02,488,Ascochinga,738,378,360,738,0,ok
v4_p02,450,Ascochingas,864,459,405,864,0,ok
v4_p02,666,Asunta,320,196,124,320,0,ok
v4_p02,237,Ataliva,1689,862,827,1689,0,ok
v4_p02,612,Aurelia,459,239,220,459,0,ok
v4_p02,318,Ausonia,1335,741,594,1335,0,ok
